<CMDLINE C:\Users\lenna\PycharmProjects\DD2358-Neurals\.venv\Scripts\python.exe artificialneuralnetwork.py
MEM 3.492188 1739783662.6067
MEM 3.492188 1739783662.7074
MEM 3.492188 1739783662.8077
MEM 3.492188 1739783662.9080
MEM 3.492188 1739783663.0087
MEM 3.492188 1739783663.1092
MEM 3.492188 1739783663.2099
MEM 3.492188 1739783663.3117
MEM 3.492188 1739783663.4122
MEM 3.492188 1739783663.5128
MEM 3.492188 1739783663.6133
MEM 3.492188 1739783663.7137
MEM 3.492188 1739783663.8140
MEM 3.492188 1739783663.9145
MEM 3.492188 1739783664.0148
MEM 3.492188 1739783664.1154
MEM 3.492188 1739783664.2161
MEM 3.492188 1739783664.3165
MEM 3.492188 1739783664.4169
MEM 3.492188 1739783664.5174
MEM 3.492188 1739783664.6181
MEM 3.492188 1739783664.7186
MEM 3.492188 1739783664.8191
MEM 3.492188 1739783664.9194
MEM 3.492188 1739783665.0201
MEM 3.492188 1739783665.1203
MEM 3.492188 1739783665.2207
MEM 3.492188 1739783665.3213
MEM 3.492188 1739783665.4219
MEM 3.492188 1739783665.5222
MEM 3.492188 1739783665.6229
MEM 3.492188 1739783665.7234
MEM 3.492188 1739783665.8241
MEM 3.492188 1739783665.9247
MEM 3.492188 1739783666.0252
MEM 3.492188 1739783666.1258
MEM 3.492188 1739783666.2261
MEM 3.492188 1739783666.3267
MEM 3.492188 1739783666.4273
MEM 3.492188 1739783666.5277
MEM 3.492188 1739783666.6287
MEM 3.492188 1739783666.7289
MEM 3.492188 1739783666.8297
MEM 3.492188 1739783666.9303
MEM 3.492188 1739783667.0309
MEM 3.492188 1739783667.1314
MEM 3.492188 1739783667.2322
MEM 3.492188 1739783667.3325
MEM 3.492188 1739783667.4328
MEM 3.492188 1739783667.5334
MEM 3.492188 1739783667.6336
MEM 3.492188 1739783667.7340
MEM 3.492188 1739783667.8343
MEM 3.492188 1739783667.9348
MEM 3.492188 1739783668.0354
MEM 3.492188 1739783668.1362
MEM 3.492188 1739783668.2365
MEM 3.492188 1739783668.3368
MEM 3.492188 1739783668.4374
MEM 3.492188 1739783668.5380
MEM 3.492188 1739783668.6385
MEM 3.492188 1739783668.7388
MEM 3.492188 1739783668.8395
MEM 3.492188 1739783668.9403
MEM 3.492188 1739783669.0407
MEM 3.492188 1739783669.1413
MEM 3.492188 1739783669.2418
MEM 3.492188 1739783669.3420
MEM 3.492188 1739783669.4424
MEM 3.492188 1739783669.5431
MEM 3.492188 1739783669.6437
MEM 3.492188 1739783669.7445
MEM 3.492188 1739783669.8448
MEM 3.492188 1739783669.9454
MEM 3.492188 1739783670.0460
MEM 3.492188 1739783670.1466
MEM 3.492188 1739783670.2469
MEM 3.492188 1739783670.3473
MEM 3.492188 1739783670.4475
MEM 3.492188 1739783670.5484
MEM 3.492188 1739783670.6490
MEM 3.492188 1739783670.7494
MEM 3.492188 1739783670.8500
MEM 3.492188 1739783670.9507
MEM 3.492188 1739783671.0511
MEM 3.492188 1739783671.1517
MEM 3.492188 1739783671.2521
MEM 3.492188 1739783671.3527
MEM 3.492188 1739783671.4536
MEM 3.492188 1739783671.5542
MEM 3.492188 1739783671.6553
MEM 3.492188 1739783671.7559
MEM 3.492188 1739783671.8568
MEM 3.492188 1739783671.9573
MEM 3.492188 1739783672.0582
MEM 3.492188 1739783672.1587
MEM 3.492188 1739783672.2591
MEM 3.492188 1739783672.3597
MEM 3.492188 1739783672.4605
MEM 3.492188 1739783672.5612
MEM 3.492188 1739783672.6618
MEM 3.492188 1739783672.7625
MEM 3.492188 1739783672.8629
MEM 3.492188 1739783672.9632
MEM 3.492188 1739783673.0636
MEM 3.492188 1739783673.1641
MEM 3.492188 1739783673.2653
MEM 3.492188 1739783673.3657
MEM 3.492188 1739783673.4664
MEM 3.492188 1739783673.5670
MEM 3.492188 1739783673.6674
MEM 3.492188 1739783673.7678
MEM 3.492188 1739783673.8683
MEM 3.492188 1739783673.9691
MEM 3.492188 1739783674.0703
MEM 3.492188 1739783674.1707
MEM 3.492188 1739783674.2713
MEM 3.492188 1739783674.3720
MEM 3.492188 1739783674.4724
MEM 3.492188 1739783674.5726
MEM 3.492188 1739783674.6730
MEM 3.492188 1739783674.7735
MEM 3.492188 1739783674.8745
MEM 3.492188 1739783674.9748
MEM 3.492188 1739783675.0752
MEM 3.492188 1739783675.1756
MEM 3.492188 1739783675.2763
MEM 3.492188 1739783675.3764
MEM 3.492188 1739783675.4768
MEM 3.492188 1739783675.5772
MEM 3.492188 1739783675.6775
MEM 3.492188 1739783675.7780
MEM 3.492188 1739783675.8786
MEM 3.492188 1739783675.9789
MEM 3.492188 1739783676.0794
MEM 3.492188 1739783676.1801
MEM 3.492188 1739783676.2816
MEM 3.492188 1739783676.3826
MEM 3.492188 1739783676.4830
MEM 3.492188 1739783676.5838
MEM 3.492188 1739783676.6845
MEM 3.492188 1739783676.7854
MEM 3.492188 1739783676.8861
MEM 3.492188 1739783676.9864
MEM 3.492188 1739783677.0869
MEM 3.492188 1739783677.1871
MEM 3.492188 1739783677.2880
MEM 3.492188 1739783677.3888
MEM 3.492188 1739783677.4894
MEM 3.492188 1739783677.5902
MEM 3.492188 1739783677.6908
MEM 3.492188 1739783677.7915
MEM 3.492188 1739783677.8920
MEM 3.492188 1739783677.9923
MEM 3.492188 1739783678.0926
MEM 3.492188 1739783678.1935
MEM 3.492188 1739783678.2939
MEM 3.492188 1739783678.3944
MEM 3.492188 1739783678.4947
MEM 3.492188 1739783678.5960
MEM 3.492188 1739783678.6966
MEM 3.492188 1739783678.7974
MEM 3.492188 1739783678.8977
MEM 3.492188 1739783678.9984
MEM 3.492188 1739783679.0992
MEM 3.492188 1739783679.1998
MEM 3.492188 1739783679.3004
MEM 3.492188 1739783679.4011
MEM 3.492188 1739783679.5015
MEM 3.492188 1739783679.6024
MEM 3.492188 1739783679.7028
MEM 3.492188 1739783679.8036
MEM 3.492188 1739783679.9042
MEM 3.492188 1739783680.0046
MEM 3.492188 1739783680.1051
MEM 3.492188 1739783680.2057
MEM 3.492188 1739783680.3063
MEM 3.492188 1739783680.4072
MEM 3.492188 1739783680.5076
MEM 3.492188 1739783680.6084
MEM 3.492188 1739783680.7090
MEM 3.492188 1739783680.8101
MEM 3.492188 1739783680.9111
MEM 3.492188 1739783681.0116
MEM 3.492188 1739783681.1122
MEM 3.492188 1739783681.2130
MEM 3.492188 1739783681.3136
MEM 3.492188 1739783681.4144
MEM 3.492188 1739783681.5148
MEM 3.492188 1739783681.6154
MEM 3.492188 1739783681.7160
MEM 3.492188 1739783681.8166
MEM 3.492188 1739783681.9171
MEM 3.492188 1739783682.0175
MEM 3.492188 1739783682.1182
MEM 3.492188 1739783682.2187
MEM 3.492188 1739783682.3193
MEM 3.492188 1739783682.4199
MEM 3.492188 1739783682.5203
MEM 3.492188 1739783682.6207
MEM 3.492188 1739783682.7209
MEM 3.492188 1739783682.8212
MEM 3.492188 1739783682.9221
MEM 3.492188 1739783683.0224
MEM 3.492188 1739783683.1231
MEM 3.492188 1739783683.2238
MEM 3.492188 1739783683.3245
MEM 3.492188 1739783683.4250
MEM 3.492188 1739783683.5255
MEM 3.492188 1739783683.6261
MEM 3.492188 1739783683.7268
MEM 3.492188 1739783683.8271
MEM 3.492188 1739783683.9277
MEM 3.492188 1739783684.0282
MEM 3.492188 1739783684.1291
MEM 3.492188 1739783684.2298
MEM 3.492188 1739783684.3304
MEM 3.492188 1739783684.4314
MEM 3.492188 1739783684.5320
MEM 3.492188 1739783684.6327
MEM 3.492188 1739783684.7341
MEM 3.492188 1739783684.8344
MEM 3.492188 1739783684.9356
MEM 3.492188 1739783685.0363
MEM 3.492188 1739783685.1374
MEM 3.492188 1739783685.2380
MEM 3.492188 1739783685.3389
MEM 3.492188 1739783685.4397
MEM 3.492188 1739783685.5404
MEM 3.492188 1739783685.6408
MEM 3.492188 1739783685.7411
MEM 3.492188 1739783685.8417
MEM 3.492188 1739783685.9419
MEM 3.492188 1739783686.0426
MEM 3.492188 1739783686.1435
MEM 3.492188 1739783686.2441
MEM 3.492188 1739783686.3446
MEM 3.492188 1739783686.4454
MEM 3.492188 1739783686.5472
MEM 3.492188 1739783686.6487
MEM 3.492188 1739783686.7491
MEM 3.492188 1739783686.8499
MEM 3.492188 1739783686.9502
MEM 3.492188 1739783687.0505
MEM 3.492188 1739783687.1510
MEM 3.492188 1739783687.2513
MEM 3.492188 1739783687.3520
MEM 3.492188 1739783687.4527
MEM 3.492188 1739783687.5534
MEM 3.492188 1739783687.6541
MEM 3.492188 1739783687.7545
MEM 3.492188 1739783687.8548
MEM 3.492188 1739783687.9551
MEM 3.492188 1739783688.0557
MEM 3.492188 1739783688.1563
MEM 3.492188 1739783688.2570
MEM 3.492188 1739783688.3576
MEM 3.492188 1739783688.4579
MEM 3.492188 1739783688.5584
MEM 3.492188 1739783688.6591
MEM 3.492188 1739783688.7600
MEM 3.492188 1739783688.8610
MEM 3.492188 1739783688.9615
MEM 3.492188 1739783689.0625
MEM 3.492188 1739783689.1632
MEM 3.492188 1739783689.2641
MEM 3.492188 1739783689.3644
MEM 3.492188 1739783689.4648
MEM 3.492188 1739783689.5655
MEM 3.492188 1739783689.6663
MEM 3.492188 1739783689.7669
MEM 3.492188 1739783689.8676
MEM 3.492188 1739783689.9682
MEM 3.492188 1739783690.0686
MEM 3.492188 1739783690.1695
MEM 3.492188 1739783690.2706
MEM 3.492188 1739783690.3708
MEM 3.492188 1739783690.4717
MEM 3.492188 1739783690.5720
MEM 3.492188 1739783690.6726
MEM 3.492188 1739783690.7728
MEM 3.492188 1739783690.8750
MEM 3.492188 1739783690.9756
MEM 3.492188 1739783691.0761
MEM 3.492188 1739783691.1767
MEM 3.492188 1739783691.2772
MEM 3.492188 1739783691.3778
MEM 3.492188 1739783691.4782
MEM 3.492188 1739783691.5788
MEM 3.492188 1739783691.6792
MEM 3.492188 1739783691.7797
MEM 3.492188 1739783691.8799
MEM 3.492188 1739783691.9804
MEM 3.492188 1739783692.0811
MEM 3.492188 1739783692.1854
MEM 3.492188 1739783692.2865
MEM 3.492188 1739783692.3879
MEM 3.492188 1739783692.4883
MEM 3.492188 1739783692.5887
MEM 3.492188 1739783692.6892
MEM 3.492188 1739783692.7898
MEM 3.492188 1739783692.8905
MEM 3.492188 1739783692.9908
MEM 3.492188 1739783693.0912
MEM 3.492188 1739783693.1918
MEM 3.492188 1739783693.2923
MEM 3.492188 1739783693.3929
MEM 3.492188 1739783693.4933
MEM 3.492188 1739783693.5936
MEM 3.492188 1739783693.6943
MEM 3.492188 1739783693.7945
MEM 3.492188 1739783693.8949
MEM 3.492188 1739783693.9951
MEM 3.492188 1739783694.0955
MEM 3.492188 1739783694.1961
MEM 3.492188 1739783694.2968
MEM 3.492188 1739783694.3974
MEM 3.492188 1739783694.4981
MEM 3.492188 1739783694.5988
MEM 3.492188 1739783694.6990
MEM 3.492188 1739783694.7995
MEM 3.492188 1739783694.8999
MEM 3.492188 1739783695.0002
MEM 3.492188 1739783695.1006
MEM 3.492188 1739783695.2012
MEM 3.492188 1739783695.3016
MEM 3.492188 1739783695.4024
MEM 3.492188 1739783695.5029
MEM 3.492188 1739783695.6035
MEM 3.492188 1739783695.7042
MEM 3.492188 1739783695.8047
MEM 3.492188 1739783695.9053
MEM 3.492188 1739783696.0056
MEM 3.492188 1739783696.1061
MEM 3.492188 1739783696.2069
MEM 3.492188 1739783696.3075
MEM 3.492188 1739783696.4080
MEM 3.492188 1739783696.5086
MEM 3.492188 1739783696.6091
MEM 3.492188 1739783696.7093
MEM 3.492188 1739783696.8094
MEM 3.492188 1739783696.9100
MEM 3.492188 1739783697.0104
MEM 3.492188 1739783697.1108
MEM 3.492188 1739783697.2115
MEM 3.492188 1739783697.3120
MEM 3.492188 1739783697.4125
MEM 3.492188 1739783697.5131
MEM 3.492188 1739783697.6135
MEM 3.492188 1739783697.7138
MEM 3.492188 1739783697.8141
MEM 3.492188 1739783697.9147
MEM 3.492188 1739783698.0152
MEM 3.492188 1739783698.1159
MEM 3.492188 1739783698.2164
MEM 3.492188 1739783698.3170
MEM 3.492188 1739783698.4178
MEM 3.492188 1739783698.5182
MEM 3.492188 1739783698.6186
MEM 3.492188 1739783698.7190
MEM 3.492188 1739783698.8198
MEM 3.492188 1739783698.9206
MEM 3.492188 1739783699.0211
MEM 3.492188 1739783699.1213
MEM 3.492188 1739783699.2217
MEM 3.492188 1739783699.3223
MEM 3.492188 1739783699.4229
MEM 3.492188 1739783699.5234
MEM 3.492188 1739783699.6239
MEM 3.492188 1739783699.7242
MEM 3.492188 1739783699.8248
MEM 3.492188 1739783699.9254
MEM 3.492188 1739783700.0259
MEM 3.492188 1739783700.1262
MEM 3.492188 1739783700.2269
MEM 3.492188 1739783700.3273
MEM 3.492188 1739783700.4277
MEM 3.492188 1739783700.5283
MEM 3.492188 1739783700.6288
MEM 3.492188 1739783700.7294
MEM 3.492188 1739783700.8300
MEM 3.492188 1739783700.9306
MEM 3.492188 1739783701.0308
MEM 3.492188 1739783701.1315
MEM 3.492188 1739783701.2320
MEM 3.492188 1739783701.3322
MEM 3.492188 1739783701.4328
MEM 3.492188 1739783701.5330
MEM 3.492188 1739783701.6335
MEM 3.492188 1739783701.7343
MEM 3.492188 1739783701.8348
MEM 3.492188 1739783701.9356
MEM 3.492188 1739783702.0360
MEM 3.492188 1739783702.1368
MEM 3.492188 1739783702.2374
MEM 3.492188 1739783702.3381
MEM 3.492188 1739783702.4387
MEM 3.492188 1739783702.5395
MEM 3.492188 1739783702.6400
MEM 3.492188 1739783702.7405
MEM 3.492188 1739783702.8414
MEM 3.492188 1739783702.9422
MEM 3.492188 1739783703.0428
MEM 3.492188 1739783703.1434
MEM 3.492188 1739783703.2443
MEM 3.492188 1739783703.3448
MEM 3.492188 1739783703.4454
MEM 3.492188 1739783703.5459
MEM 3.492188 1739783703.6461
MEM 3.492188 1739783703.7466
MEM 3.492188 1739783703.8472
MEM 3.492188 1739783703.9476
MEM 3.492188 1739783704.0481
MEM 3.492188 1739783704.1484
MEM 3.492188 1739783704.2489
MEM 3.492188 1739783704.3493
MEM 3.492188 1739783704.4496
MEM 3.492188 1739783704.5501
MEM 3.492188 1739783704.6504
MEM 3.492188 1739783704.7510
MEM 3.492188 1739783704.8515
MEM 3.492188 1739783704.9520
MEM 3.492188 1739783705.0523
MEM 3.492188 1739783705.1529
MEM 3.492188 1739783705.2535
MEM 3.492188 1739783705.3538
MEM 3.492188 1739783705.4541
MEM 3.492188 1739783705.5545
MEM 3.492188 1739783705.6550
MEM 3.492188 1739783705.7555
MEM 3.492188 1739783705.8564
MEM 3.492188 1739783705.9567
MEM 3.492188 1739783706.0572
MEM 3.492188 1739783706.1576
MEM 3.492188 1739783706.2584
MEM 3.492188 1739783706.3591
MEM 3.492188 1739783706.4598
MEM 3.492188 1739783706.5602
MEM 3.492188 1739783706.6607
MEM 3.492188 1739783706.7614
MEM 3.492188 1739783706.8622
MEM 3.492188 1739783706.9627
MEM 3.492188 1739783707.0632
MEM 3.492188 1739783707.1635
MEM 3.492188 1739783707.2639
MEM 3.492188 1739783707.3642
MEM 3.492188 1739783707.4644
MEM 3.492188 1739783707.5649
MEM 3.492188 1739783707.6654
MEM 3.492188 1739783707.7657
MEM 3.492188 1739783707.8664
MEM 3.492188 1739783707.9670
MEM 3.492188 1739783708.0673
MEM 3.492188 1739783708.1676
MEM 3.492188 1739783708.2682
MEM 3.492188 1739783708.3687
MEM 3.492188 1739783708.4691
MEM 3.492188 1739783708.5698
MEM 3.492188 1739783708.6703
MEM 3.492188 1739783708.7711
MEM 3.492188 1739783708.8718
MEM 3.492188 1739783708.9721
MEM 3.492188 1739783709.0733
MEM 3.492188 1739783709.1741
MEM 3.492188 1739783709.2745
MEM 3.492188 1739783709.3748
MEM 3.492188 1739783709.4754
MEM 3.492188 1739783709.5761
MEM 3.492188 1739783709.6768
MEM 3.492188 1739783709.7775
MEM 3.492188 1739783709.8780
MEM 3.492188 1739783709.9785
MEM 3.492188 1739783710.0789
MEM 3.492188 1739783710.1795
MEM 3.492188 1739783710.2801
MEM 3.492188 1739783710.3805
MEM 3.492188 1739783710.4807
MEM 3.492188 1739783710.5817
MEM 3.492188 1739783710.6821
MEM 3.492188 1739783710.7826
MEM 3.492188 1739783710.8831
MEM 3.492188 1739783710.9834
MEM 3.492188 1739783711.0839
MEM 3.492188 1739783711.1844
MEM 3.492188 1739783711.2851
MEM 3.492188 1739783711.3855
MEM 3.492188 1739783711.4860
MEM 3.492188 1739783711.5865
MEM 3.492188 1739783711.6869
MEM 3.492188 1739783711.7876
MEM 3.492188 1739783711.8885
MEM 3.492188 1739783711.9892
MEM 3.492188 1739783712.0896
MEM 3.492188 1739783712.1899
MEM 3.492188 1739783712.2903
MEM 3.492188 1739783712.3909
MEM 3.492188 1739783712.4914
MEM 3.492188 1739783712.5921
MEM 3.492188 1739783712.6929
MEM 3.492188 1739783712.7933
MEM 3.492188 1739783712.8937
MEM 3.492188 1739783712.9942
MEM 3.492188 1739783713.0954
MEM 3.492188 1739783713.1959
MEM 3.492188 1739783713.2971
MEM 3.492188 1739783713.3979
MEM 3.492188 1739783713.4982
MEM 3.492188 1739783713.5986
MEM 3.492188 1739783713.6990
MEM 3.492188 1739783713.7993
MEM 3.492188 1739783713.9000
MEM 3.492188 1739783714.0003
MEM 3.492188 1739783714.1011
MEM 3.492188 1739783714.2014
MEM 3.492188 1739783714.3018
MEM 3.492188 1739783714.4024
MEM 3.492188 1739783714.5029
MEM 3.492188 1739783714.6035
MEM 3.492188 1739783714.7042
MEM 3.492188 1739783714.8049
MEM 3.492188 1739783714.9056
MEM 3.492188 1739783715.0061
MEM 3.492188 1739783715.1068
MEM 3.492188 1739783715.2076
MEM 3.492188 1739783715.3084
MEM 3.492188 1739783715.4089
MEM 3.492188 1739783715.5096
MEM 3.492188 1739783715.6101
MEM 3.492188 1739783715.7108
MEM 3.492188 1739783715.8113
MEM 3.492188 1739783715.9115
MEM 3.492188 1739783716.0121
MEM 3.492188 1739783716.1125
MEM 3.492188 1739783716.2129
MEM 3.492188 1739783716.3133
MEM 3.492188 1739783716.4135
MEM 3.492188 1739783716.5138
MEM 3.492188 1739783716.6145
MEM 3.492188 1739783716.7153
MEM 3.492188 1739783716.8157
MEM 3.492188 1739783716.9162
MEM 3.492188 1739783717.0163
MEM 3.492188 1739783717.1165
MEM 3.492188 1739783717.2172
MEM 3.492188 1739783717.3173
MEM 3.492188 1739783717.4179
MEM 3.492188 1739783717.5188
MEM 3.492188 1739783717.6195
MEM 3.492188 1739783717.7201
MEM 3.492188 1739783717.8203
MEM 3.492188 1739783717.9210
MEM 3.492188 1739783718.0217
MEM 3.492188 1739783718.1223
MEM 3.492188 1739783718.2229
MEM 3.492188 1739783718.3233
MEM 3.492188 1739783718.4239
MEM 3.492188 1739783718.5244
MEM 3.492188 1739783718.6251
MEM 3.492188 1739783718.7255
MEM 3.492188 1739783718.8260
MEM 3.492188 1739783718.9264
MEM 3.492188 1739783719.0268
MEM 3.492188 1739783719.1274
MEM 3.492188 1739783719.2283
MEM 3.492188 1739783719.3288
MEM 3.492188 1739783719.4294
MEM 3.492188 1739783719.5301
MEM 3.492188 1739783719.6309
MEM 3.492188 1739783719.7315
MEM 3.492188 1739783719.8319
MEM 3.492188 1739783719.9324
MEM 3.492188 1739783720.0329
MEM 3.492188 1739783720.1336
MEM 3.492188 1739783720.2339
MEM 3.492188 1739783720.3345
MEM 3.492188 1739783720.4350
MEM 3.492188 1739783720.5356
MEM 3.492188 1739783720.6362
MEM 3.492188 1739783720.7366
MEM 3.492188 1739783720.8368
MEM 3.492188 1739783720.9371
MEM 3.492188 1739783721.0379
MEM 3.492188 1739783721.1383
MEM 3.492188 1739783721.2391
MEM 3.492188 1739783721.3396
MEM 3.492188 1739783721.4401
MEM 3.492188 1739783721.5404
MEM 3.492188 1739783721.6409
MEM 3.492188 1739783721.7413
MEM 3.492188 1739783721.8422
MEM 3.492188 1739783721.9430
MEM 3.492188 1739783722.0435
MEM 3.492188 1739783722.1442
MEM 3.492188 1739783722.2444
MEM 3.492188 1739783722.3450
MEM 3.492188 1739783722.4456
MEM 3.492188 1739783722.5464
MEM 3.492188 1739783722.6468
MEM 3.492188 1739783722.7471
MEM 3.492188 1739783722.8477
MEM 3.492188 1739783722.9481
MEM 3.492188 1739783723.0483
MEM 3.492188 1739783723.1486
MEM 3.492188 1739783723.2490
MEM 3.492188 1739783723.3498
MEM 3.492188 1739783723.4503
MEM 3.492188 1739783723.5508
MEM 3.492188 1739783723.6515
MEM 3.492188 1739783723.7519
MEM 3.492188 1739783723.8525
MEM 3.492188 1739783723.9530
MEM 3.492188 1739783724.0535
MEM 3.492188 1739783724.1538
MEM 3.492188 1739783724.2544
MEM 3.492188 1739783724.3547
MEM 3.492188 1739783724.4553
MEM 3.492188 1739783724.5558
MEM 3.492188 1739783724.6562
MEM 3.492188 1739783724.7568
MEM 3.492188 1739783724.8572
MEM 3.492188 1739783724.9578
MEM 3.492188 1739783725.0585
MEM 3.492188 1739783725.1587
MEM 3.492188 1739783725.2593
MEM 3.492188 1739783725.3602
MEM 3.492188 1739783725.4606
MEM 3.492188 1739783725.5614
MEM 3.492188 1739783725.6619
MEM 3.492188 1739783725.7625
MEM 3.492188 1739783725.8628
MEM 3.492188 1739783725.9636
MEM 3.492188 1739783726.0644
MEM 3.492188 1739783726.1651
MEM 3.492188 1739783726.2659
MEM 3.492188 1739783726.3662
MEM 3.492188 1739783726.4667
MEM 3.492188 1739783726.5673
MEM 3.492188 1739783726.6676
MEM 3.492188 1739783726.7681
MEM 3.492188 1739783726.8685
MEM 3.492188 1739783726.9691
MEM 3.492188 1739783727.0694
MEM 3.492188 1739783727.1701
MEM 3.492188 1739783727.2706
MEM 3.492188 1739783727.3711
MEM 3.492188 1739783727.4715
MEM 3.492188 1739783727.5717
MEM 3.492188 1739783727.6721
MEM 3.492188 1739783727.7724
MEM 3.492188 1739783727.8729
MEM 3.492188 1739783727.9733
MEM 3.492188 1739783728.0740
MEM 3.492188 1739783728.1747
MEM 3.492188 1739783728.2754
MEM 3.492188 1739783728.3760
MEM 3.492188 1739783728.4764
MEM 3.492188 1739783728.5772
MEM 3.492188 1739783728.6778
MEM 3.492188 1739783728.7787
MEM 3.492188 1739783728.8791
MEM 3.492188 1739783728.9797
MEM 3.492188 1739783729.0800
MEM 3.492188 1739783729.1808
MEM 3.492188 1739783729.2814
MEM 3.492188 1739783729.3820
MEM 3.492188 1739783729.4823
MEM 3.492188 1739783729.5827
MEM 3.492188 1739783729.6832
MEM 3.492188 1739783729.7840
MEM 3.492188 1739783729.8845
MEM 3.492188 1739783729.9852
MEM 3.492188 1739783730.0860
MEM 3.492188 1739783730.1865
MEM 3.492188 1739783730.2872
MEM 3.492188 1739783730.3877
MEM 3.492188 1739783730.4883
MEM 3.492188 1739783730.5889
MEM 3.492188 1739783730.6893
MEM 3.492188 1739783730.7897
MEM 3.492188 1739783730.8904
MEM 3.492188 1739783730.9911
MEM 3.492188 1739783731.0918
MEM 3.492188 1739783731.1920
MEM 3.492188 1739783731.2928
MEM 3.492188 1739783731.3935
MEM 3.492188 1739783731.4940
MEM 3.492188 1739783731.5946
MEM 3.492188 1739783731.6950
MEM 3.492188 1739783731.7954
MEM 3.492188 1739783731.8962
MEM 3.492188 1739783731.9970
MEM 3.492188 1739783732.0973
MEM 3.492188 1739783732.1978
MEM 3.492188 1739783732.2983
MEM 3.492188 1739783732.3993
MEM 3.492188 1739783732.5001
MEM 3.492188 1739783732.6006
MEM 3.492188 1739783732.7016
MEM 3.492188 1739783732.8019
MEM 3.492188 1739783732.9028
MEM 3.492188 1739783733.0031
MEM 3.492188 1739783733.1036
MEM 3.492188 1739783733.2041
MEM 3.492188 1739783733.3047
MEM 3.492188 1739783733.4051
MEM 3.492188 1739783733.5060
MEM 3.492188 1739783733.6066
MEM 3.492188 1739783733.7073
MEM 3.492188 1739783733.8080
MEM 3.492188 1739783733.9087
MEM 3.492188 1739783734.0090
MEM 3.492188 1739783734.1095
MEM 3.492188 1739783734.2103
MEM 3.492188 1739783734.3106
MEM 3.492188 1739783734.4109
MEM 3.492188 1739783734.5113
MEM 3.492188 1739783734.6122
MEM 3.492188 1739783734.7132
MEM 3.492188 1739783734.8135
MEM 3.492188 1739783734.9138
MEM 3.492188 1739783735.0142
MEM 3.492188 1739783735.1150
MEM 3.492188 1739783735.2160
MEM 3.492188 1739783735.3167
MEM 3.492188 1739783735.4172
MEM 3.492188 1739783735.5180
MEM 3.492188 1739783735.6188
MEM 3.492188 1739783735.7196
MEM 3.492188 1739783735.8204
MEM 3.492188 1739783735.9210
MEM 3.492188 1739783736.0218
MEM 3.492188 1739783736.1220
MEM 3.492188 1739783736.2224
MEM 3.492188 1739783736.3229
MEM 3.492188 1739783736.4236
MEM 3.492188 1739783736.5241
MEM 3.492188 1739783736.6248
MEM 3.492188 1739783736.7257
MEM 3.492188 1739783736.8263
MEM 3.492188 1739783736.9267
MEM 3.492188 1739783737.0270
MEM 3.492188 1739783737.1273
MEM 3.492188 1739783737.2278
MEM 3.492188 1739783737.3288
MEM 3.492188 1739783737.4291
MEM 3.492188 1739783737.5299
MEM 3.492188 1739783737.6304
MEM 3.492188 1739783737.7307
MEM 3.492188 1739783737.8310
MEM 3.492188 1739783737.9315
MEM 3.492188 1739783738.0321
MEM 3.492188 1739783738.1327
MEM 3.492188 1739783738.2332
MEM 3.492188 1739783738.3334
MEM 3.492188 1739783738.4339
MEM 3.492188 1739783738.5342
MEM 3.492188 1739783738.6347
MEM 3.492188 1739783738.7352
MEM 3.492188 1739783738.8359
MEM 3.492188 1739783738.9363
MEM 3.492188 1739783739.0369
MEM 3.492188 1739783739.1373
MEM 3.492188 1739783739.2379
MEM 3.492188 1739783739.3385
MEM 3.492188 1739783739.4392
MEM 3.492188 1739783739.5398
MEM 3.492188 1739783739.6403
MEM 3.492188 1739783739.7406
MEM 3.492188 1739783739.8411
MEM 3.492188 1739783739.9418
MEM 3.492188 1739783740.0425
MEM 3.492188 1739783740.1433
MEM 3.492188 1739783740.2440
MEM 3.492188 1739783740.3450
MEM 3.492188 1739783740.4452
MEM 3.492188 1739783740.5456
MEM 3.492188 1739783740.6462
MEM 3.492188 1739783740.7464
MEM 3.492188 1739783740.8468
MEM 3.492188 1739783740.9474
MEM 3.492188 1739783741.0478
MEM 3.492188 1739783741.1484
MEM 3.492188 1739783741.2490
MEM 3.492188 1739783741.3495
MEM 3.492188 1739783741.4500
MEM 3.492188 1739783741.5505
MEM 3.492188 1739783741.6509
MEM 3.492188 1739783741.7515
MEM 3.492188 1739783741.8518
MEM 3.492188 1739783741.9526
MEM 3.492188 1739783742.0531
MEM 3.492188 1739783742.1535
MEM 3.492188 1739783742.2541
MEM 3.492188 1739783742.3545
MEM 3.492188 1739783742.4548
MEM 3.492188 1739783742.5555
MEM 3.492188 1739783742.6558
MEM 3.492188 1739783742.7565
MEM 3.492188 1739783742.8568
MEM 3.492188 1739783742.9571
MEM 3.492188 1739783743.0578
MEM 3.492188 1739783743.1585
MEM 3.492188 1739783743.2592
MEM 3.492188 1739783743.3597
MEM 3.492188 1739783743.4603
MEM 3.492188 1739783743.5607
MEM 3.492188 1739783743.6611
MEM 3.492188 1739783743.7617
MEM 3.492188 1739783743.8621
MEM 3.492188 1739783743.9626
MEM 3.492188 1739783744.0631
MEM 3.492188 1739783744.1637
MEM 3.492188 1739783744.2645
MEM 3.492188 1739783744.3652
MEM 3.492188 1739783744.4654
MEM 3.492188 1739783744.5661
MEM 3.492188 1739783744.6665
MEM 3.492188 1739783744.7676
MEM 3.492188 1739783744.8679
